segmento,fecha,estrategia,cluster,n_agentes,mediana_margen_cop_kwh,media_margen_cop_kwh,puesto_del_dia
MEDIANO,2025-06-04,Trader no regulado,1,3,-54.54,-49.21,4
MEDIANO,2025-06-04,Comercializador regulado,3,3,5.76,6.08,1
MEDIANO,2025-06-05,Integrado/regional regulado,2,18,-36.51,-77.72,3
MEDIANO,2025-06-05,Trader con sobrecobertura de contratos,4,3,-48.93,-192.16,4
MEDIANO,2025-06-05,Trader no regulado,1,3,-19.95,-30.73,2
MEDIANO,2025-06-05,Comercializador regulado,3,3,9.59,9.24,1
MEDIANO,2025-06-06,Integrado/regional regulado,2,18,-55.19,-78.09,3
MEDIANO,2025-06-06,Trader con sobrecobertura de contratos,4,3,-71.56,-199.8,4
MEDIANO,2025-06-06,Trader no regulado,1,3,-11.71,-21.01,2
MEDIANO,2025-06-06,Comercializador regulado,3,3,5.95,7.42,1
MEDIANO,2025-06-07,Integrado/regional regulado,2,18,-47.12,-96.93,2
MEDIANO,2025-06-07,Trader con sobrecobertura de contratos,4,3,-126.53,-218.02,4
MEDIANO,2025-06-07,Trader no regulado,1,3,-60.71,-42.8,3
MEDIANO,2025-06-07,Comercializador regulado,3,3,9.7,9.64,1
MEDIANO,2025-06-08,Integrado/regional regulado,2,19,-38.66,-122.67,3
MEDIANO,2025-06-08,Trader con sobrecobertura de contratos,4,2,-27.23,-77.84,2
MEDIANO,2025-06-08,Trader no regulado,1,3,-60.4,-44.53,4
MEDIANO,2025-06-08,Comercializador regulado,3,3,10.45,9.03,1
MEDIANO,2025-06-09,Integrado/regional regulado,2,19,-27.87,-94.09,4
MEDIANO,2025-06-09,Trader con sobrecobertura de contratos,4,2,-27.87,-56.37,3
MEDIANO,2025-06-09,Trader no regulado,1,3,-14.65,-28.83,2
MEDIANO,2025-06-09,Comercializador regulado,3,3,7.0,6.04,1
MEDIANO,2025-06-10,Integrado/regional regulado,2,18,-30.41,-74.33,3
MEDIANO,2025-06-10,Trader con sobrecobertura de contratos,4,3,-67.65,-198.67,4
MEDIANO,2025-06-10,Trader no regulado,1,3,-17.77,-31.93,2
MEDIANO,2025-06-10,Comercializador regulado,3,3,6.9,6.77,1
MEDIANO,2025-06-11,Integrado/regional regulado,2,18,-28.4,-75.07,3
MEDIANO,2025-06-11,Trader con sobrecobertura de contratos,4,3,-69.9,-199.43,4
MEDIANO,2025-06-11,Trader no regulado,1,3,-2.08,-30.83,2
MEDIANO,2025-06-11,Comercializador regulado,3,3,3.7,3.73,1
MEDIANO,2025-06-12,Integrado/regional regulado,2,17,-30.65,-75.04,2
MEDIANO,2025-06-12,Trader con sobrecobertura de contratos,4,3,-97.73,-208.63,4
MEDIANO,2025-06-12,Trader no regulado,1,3,-70.34,-45.87,3
MEDIANO,2025-06-12,Comercializador regulado,3,4,3.18,-4.09,1
MEDIANO,2025-06-13,Integrado/regional regulado,2,17,-30.83,-77.56,2
MEDIANO,2025-06-13,Trader con sobrecobertura de contratos,4,3,-64.8,-197.73,4
MEDIANO,2025-06-13,Trader no regulado,1,3,-61.0,-51.82,3
MEDIANO,2025-06-13,Comercializador regulado,3,4,1.63,-4.15,1
MEDIANO,2025-06-14,Integrado/regional regulado,2,19,-36.55,-110.62,3
MEDIANO,2025-06-14,Trader con sobrecobertura de contratos,4,2,-28.08,-80.76,2
MEDIANO,2025-06-14,Trader no regulado,1,3,-59.98,-80.86,4
MEDIANO,2025-06-14,Comercializador regulado,3,3,0.89,0.94,1
MEDIANO,2025-06-15,Integrado/regional regulado,2,18,-53.22,-123.55,2
MEDIANO,2025-06-15,Trader con sobrecobertura de contratos,4,3,-174.2,-234.11,4
MEDIANO,2025-06-15,Trader no regulado,1,3,-59.85,-63.08,3
MEDIANO,2025-06-15,Comercializador regulado,3,3,-4.59,-3.78,1
MEDIANO,2025-06-16,Integrado/regional regulado,2,18,-23.77,-75.95,2
MEDIANO,2025-06-16,Trader con sobrecobertura de contratos,4,3,-74.36,-200.72,4
MEDIANO,2025-06-16,Trader no regulado,1,3,-59.31,-61.02,3
MEDIANO,2025-06-16,Comercializador regulado,3,3,2.98,2.75,1
MEDIANO,2025-06-17,Integrado/regional regulado,2,18,-27.92,-75.17,2
MEDIANO,2025-06-17,Trader con sobrecobertura de contratos,4,3,-56.66,-194.86,4
MEDIANO,2025-06-17,Trader no regulado,1,3,-44.29,-41.41,3
MEDIANO,2025-06-17,Comercializador regulado,3,3,6.8,8.64,1
MEDIANO,2025-06-18,Integrado/regional regulado,2,17,-30.52,-75.01,2
MEDIANO,2025-06-18,Trader con sobrecobertura de contratos,4,3,-66.41,-198.03,4
MEDIANO,2025-06-18,Trader no regulado,1,3,-61.99,-55.3,3
MEDIANO,2025-06-18,Comercializador regulado,3,4,8.81,6.94,1
MEDIANO,2025-06-19,Integrado/regional regulado,2,18,-27.24,-69.58,2
MEDIANO,2025-06-19,Trader con sobrecobertura de contratos,4,3,-48.21,-191.99,3
MEDIANO,2025-06-19,Trader no regulado,1,3,-60.98,-56.63,4
MEDIANO,2025-06-19,Comercializador regulado,3,3,11.32,11.94,1
MEDIANO,2025-06-20,Integrado/regional regulado,2,18,-30.2,-71.85,2
MEDIANO,2025-06-20,Trader con sobrecobertura de contratos,4,3,-63.14,-197.03,4
MEDIANO,2025-06-20,Trader no regulado,1,3,-48.64,-44.68,3
MEDIANO,2025-06-20,Comercializador regulado,3,3,11.92,12.33,1
MEDIANO,2025-06-21,Integrado/regional regulado,2,18,-32.12,-84.14,2
MEDIANO,2025-06-21,Trader con sobrecobertura de contratos,4,3,-42.05,-189.93,4
MEDIANO,2025-06-21,Trader no regulado,1,3,-32.72,-40.92,3
MEDIANO,2025-06-21,Comercializador regulado,3,3,6.7,4.6,1
MEDIANO,2025-06-22,Integrado/regional regulado,2,18,-47.03,-114.29,3
MEDIANO,2025-06-22,Trader con sobrecobertura de contratos,4,3,-41.3,-189.74,2
MEDIANO,2025-06-22,Trader no regulado,1,3,-58.48,-44.76,4
MEDIANO,2025-06-22,Comercializador regulado,3,3,1.19,2.55,1
MEDIANO,2025-06-23,Integrado/regional regulado,2,18,-28.28,-107.52,2
MEDIANO,2025-06-23,Trader con sobrecobertura de contratos,4,3,-69.62,-199.3,4
MEDIANO,2025-06-23,Trader no regulado,1,3,-47.53,-37.68,3
MEDIANO,2025-06-23,Comercializador regulado,3,3,-1.4,0.31,1
MEDIANO,2025-06-24,Integrado/regional regulado,2,18,-37.02,-80.85,2
MEDIANO,2025-06-24,Trader con sobrecobertura de contratos,4,3,-66.48,-198.34,4
MEDIANO,2025-06-24,Trader no regulado,1,3,-61.06,-69.59,3
MEDIANO,2025-06-24,Comercializador regulado,3,3,0.84,0.75,1
MEDIANO,2025-06-25,Integrado/regional regulado,2,17,-45.03,-82.81,2
MEDIANO,2025-06-25,Trader con sobrecobertura de contratos,4,3,-56.81,-195.13,3
MEDIANO,2025-06-25,Trader no regulado,1,3,-58.92,-41.4,4
MEDIANO,2025-06-25,Comercializador regulado,3,4,-2.9,-11.01,1
MEDIANO,2025-06-26,Integrado/regional regulado,2,17,-31.38,-75.87,2
MEDIANO,2025-06-26,Trader con sobrecobertura de contratos,4,3,-68.13,-198.92,4
MEDIANO,2025-06-26,Trader no regulado,1,3,-61.2,-49.4,3
MEDIANO,2025-06-26,Comercializador regulado,3,4,-3.47,-8.81,1
MEDIANO,2025-06-27,Integrado/regional regulado,2,18,-32.09,-71.25,2
MEDIANO,2025-06-27,Trader con sobrecobertura de contratos,4,3,-51.67,-193.26,4
MEDIANO,2025-06-27,Trader no regulado,1,3,-46.3,-36.32,3
MEDIANO,2025-06-27,Comercializador regulado,3,3,3.58,2.17,1
MEDIANO,2025-06-28,Integrado/regional regulado,2,18,-30.33,-83.69,3
MEDIANO,2025-06-28,Trader con sobrecobertura de contratos,4,3,-91.39,-206.28,4
MEDIANO,2025-06-28,Trader no regulado,1,3,-24.47,-28.93,2
MEDIANO,2025-06-28,Comercializador regulado,3,3,5.1,4.16,1
MEDIANO,2025-06-29,Integrado/regional regulado,2,18,-39.48,-114.16,2
MEDIANO,2025-06-29,Trader con sobrecobertura de contratos,4,3,-115.21,-214.35,4
MEDIANO,2025-06-29,Trader no regulado,1,3,-50.98,-47.49,3
MEDIANO,2025-06-29,Comercializador regulado,3,3,3.89,4.14,1
MEDIANO,2025-06-30,Integrado/regional regulado,2,18,-34.29,-106.13,2
MEDIANO,2025-06-30,Trader con sobrecobertura de contratos,4,3,-142.52,-223.45,4
MEDIANO,2025-06-30,Trader no regulado,1,3,-53.5,-48.82,3
MEDIANO,2025-06-30,Comercializador regulado,3,3,2.06,-0.86,1
MEDIANO,2025-07-01,Integrado/regional regulado,2,17,-41.07,-79.22,2
MEDIANO,2025-07-01,Trader con sobrecobertura de contratos,4,3,-78.41,-202.48,4
MEDIANO,2025-07-01,Trader no regulado,1,3,-67.43,-84.7,3
MEDIANO,2025-07-01,Comercializador regulado,3,4,6.19,-4.66,1
MEDIANO,2025-07-02,Integrado/regional regulado,2,17,-36.62,-74.78,2
MEDIANO,2025-07-02,Trader con sobrecobertura de contratos,4,3,-72.61,-200.68,4
MEDIANO,2025-07-02,Trader no regulado,1,3,-59.32,-56.06,3
MEDIANO,2025-07-02,Comercializador regulado,3,4,-4.12,-8.54,1
MEDIANO,2025-07-03,Integrado/regional regulado,2,18,-35.88,-92.5,3
MEDIANO,2025-07-03,Trader con sobrecobertura de contratos,4,2,-28.49,-68.53,2
MEDIANO,2025-07-03,Trader no regulado,1,3,-38.52,-48.24,4
MEDIANO,2025-07-03,Comercializador regulado,3,4,-1.08,-45.88,1
MEDIANO,2025-07-04,Integrado/regional regulado,2,18,-44.02,-78.73,2
MEDIANO,2025-07-04,Trader con sobrecobertura de contratos,4,3,-74.95,-201.46,3
MEDIANO,2025-07-04,Trader no regulado,1,3,-79.15,-82.21,4
MEDIANO,2025-07-04,Comercializador regulado,3,3,0.4,-0.8,1
MEDIANO,2025-07-05,Integrado/regional regulado,2,18,-52.02,-91.24,3
MEDIANO,2025-07-05,Trader con sobrecobertura de contratos,4,3,-123.13,-217.42,4
MEDIANO,2025-07-05,Trader no regulado,1,3,-38.99,-43.22,2
MEDIANO,2025-07-05,Comercializador regulado,3,3,-0.25,-4.41,1
MEDIANO,2025-07-06,Integrado/regional regulado,2,18,-53.12,-118.99,2
MEDIANO,2025-07-06,Trader con sobrecobertura de contratos,4,3,-141.23,-223.66,4
MEDIANO,2025-07-06,Trader no regulado,1,3,-69.56,-68.67,3
MEDIANO,2025-07-06,Comercializador regulado,3,3,5.34,-3.59,1
MEDIANO,2025-07-07,Integrado/regional regulado,2,17,-42.89,-81.5,3
MEDIANO,2025-07-07,Trader con sobrecobertura de contratos,4,3,-80.88,-203.57,4
MEDIANO,2025-07-07,Trader no regulado,1,3,-39.65,-42.35,2
MEDIANO,2025-07-07,Comercializador regulado,3,4,-3.62,-11.13,1
MEDIANO,2025-07-08,Integrado/regional regulado,2,18,-44.16,-101.41,4
MEDIANO,2025-07-08,Trader con sobrecobertura de contratos,4,2,-30.06,-67.45,2
MEDIANO,2025-07-08,Trader no regulado,1,3,-40.21,-51.28,3
MEDIANO,2025-07-08,Comercializador regulado,3,4,-6.06,-10.93,1
MEDIANO,2025-07-09,Integrado/regional regulado,2,19,-38.31,-98.51,3
MEDIANO,2025-07-09,Trader con sobrecobertura de contratos,4,2,-30.3,-57.11,2
MEDIANO,2025-07-09,Trader no regulado,1,3,-40.17,-40.28,4
MEDIANO,2025-07-09,Comercializador regulado,3,3,-6.73,-9.84,1
MEDIANO,2025-07-10,Integrado/regional regulado,2,18,-42.78,-106.51,4
MEDIANO,2025-07-10,Trader con sobrecobertura de contratos,4,2,-30.37,-39.35,2
MEDIANO,2025-07-10,Trader no regulado,1,3,-37.68,-27.89,3
MEDIANO,2025-07-10,Comercializador regulado,3,4,-6.47,-12.49,1
MEDIANO,2025-07-11,Integrado/regional regulado,2,19,-43.06,-97.94,4
MEDIANO,2025-07-11,Trader con sobrecobertura de contratos,4,2,-29.74,-43.63,2
MEDIANO,2025-07-11,Trader no regulado,1,3,-39.43,-31.37,3
MEDIANO,2025-07-11,Comercializador regulado,3,3,-1.57,-3.53,1
MEDIANO,2025-07-12,Integrado/regional regulado,2,19,-41.53,-106.32,4
MEDIANO,2025-07-12,Trader con sobrecobertura de contratos,4,2,-28.79,-58.9,2
MEDIANO,2025-07-12,Trader no regulado,1,3,-31.83,-21.38,3
MEDIANO,2025-07-12,Comercializador regulado,3,3,-0.11,-5.88,1
MEDIANO,2025-07-13,Integrado/regional regulado,2,19,-51.54,-135.79,4
MEDIANO,2025-07-13,Trader con sobrecobertura de contratos,4,2,-29.23,-86.92,3
MEDIANO,2025-07-13,Trader no regulado,1,3,-12.64,-19.26,2
MEDIANO,2025-07-13,Comercializador regulado,3,3,0.19,-8.47,1
MEDIANO,2025-07-14,Integrado/regional regulado,2,19,-51.1,-100.94,4
MEDIANO,2025-07-14,Trader con sobrecobertura de contratos,4,2,-29.25,-69.67,2
MEDIANO,2025-07-14,Trader no regulado,1,3,-48.55,-73.15,3
MEDIANO,2025-07-14,Comercializador regulado,3,3,1.07,-0.64,1
MEDIANO,2025-07-15,Integrado/regional regulado,2,19,-43.63,-94.79,3
MEDIANO,2025-07-15,Trader con sobrecobertura de contratos,4,2,-29.19,-66.54,2
MEDIANO,2025-07-15,Trader no regulado,1,3,-80.09,-84.2,4
MEDIANO,2025-07-15,Comercializador regulado,3,3,3.33,-0.07,1
MEDIANO,2025-07-16,Integrado/regional regulado,2,18,-35.25,-92.63,3
MEDIANO,2025-07-16,Trader con sobrecobertura de contratos,4,2,-29.15,-35.06,2
MEDIANO,2025-07-16,Trader no regulado,1,3,-88.09,-86.77,4
MEDIANO,2025-07-16,Comercializador regulado,3,4,4.22,-5.31,1
MEDIANO,2025-07-17,Integrado/regional regulado,2,18,-33.78,-100.4,3
MEDIANO,2025-07-17,Trader con sobrecobertura de contratos,4,2,-29.36,-42.17,2
MEDIANO,2025-07-17,Trader no regulado,1,3,-131.46,-103.12,4
MEDIANO,2025-07-17,Comercializador regulado,3,4,-2.89,-5.11,1
MEDIANO,2025-07-18,Integrado/regional regulado,2,18,-51.45,-105.0,3
MEDIANO,2025-07-18,Trader con sobrecobertura de contratos,4,2,-29.15,-55.97,2
MEDIANO,2025-07-18,Trader no regulado,1,3,-84.6,-83.44,4
MEDIANO,2025-07-18,Comercializador regulado,3,4,-4.13,-6.33,1
MEDIANO,2025-07-19,Integrado/regional regulado,2,18,-31.89,-88.3,2
MEDIANO,2025-07-19,Trader con sobrecobertura de contratos,4,3,-196.14,-241.86,4
MEDIANO,2025-07-19,Trader no regulado,1,3,-63.69,-84.59,3
MEDIANO,2025-07-19,Comercializador regulado,3,3,4.14,0.52,1
MEDIANO,2025-07-20,Integrado/regional regulado,2,19,-43.02,-132.82,3
MEDIANO,2025-07-20,Trader con sobrecobertura de contratos,4,2,-29.69,-118.95,2
MEDIANO,2025-07-20,Trader no regulado,1,3,-53.67,-94.25,4
MEDIANO,2025-07-20,Comercializador regulado,3,3,7.93,-6.08,1
MEDIANO,2025-07-21,Integrado/regional regulado,2,17,-36.63,-81.72,2
MEDIANO,2025-07-21,Trader con sobrecobertura de contratos,4,3,-83.81,-204.48,4
MEDIANO,2025-07-21,Trader no regulado,1,3,-39.53,-70.62,3
MEDIANO,2025-07-21,Comercializador regulado,3,4,3.15,-5.5,1
MEDIANO,2025-07-22,Integrado/regional regulado,2,17,-33.85,-99.96,3
MEDIANO,2025-07-22,Trader con sobrecobertura de contratos,4,2,-29.65,-44.36,2
MEDIANO,2025-07-22,Trader no regulado,1,3,-39.52,-59.4,4
MEDIANO,2025-07-22,Comercializador regulado,3,5,-9.72,-42.62,1
MEDIANO,2025-07-23,Integrado/regional regulado,2,19,-46.14,-99.46,3
MEDIANO,2025-07-23,Trader con sobrecobertura de contratos,4,2,-30.04,-46.4,2
MEDIANO,2025-07-23,Trader no regulado,1,3,-53.82,-68.6,4
MEDIANO,2025-07-23,Comercializador regulado,3,3,-5.84,-4.94,1
MEDIANO,2025-07-24,Integrado/regional regulado,2,17,-38.51,-95.89,3
MEDIANO,2025-07-24,Trader con sobrecobertura de contratos,4,2,-30.02,-49.41,2
MEDIANO,2025-07-24,Trader no regulado,1,3,-40.2,-69.26,4
MEDIANO,2025-07-24,Comercializador regulado,3,5,-7.58,-44.5,1
MEDIANO,2025-07-25,Integrado/regional regulado,2,18,-33.66,-96.44,3
MEDIANO,2025-07-25,Trader con sobrecobertura de contratos,4,2,-29.17,-60.37,2
MEDIANO,2025-07-25,Trader no regulado,1,3,-39.45,-55.55,4
MEDIANO,2025-07-25,Comercializador regulado,3,4,1.35,-3.68,1
MEDIANO,2025-07-26,Integrado/regional regulado,2,17,-64.79,-92.81,2
MEDIANO,2025-07-26,Trader con sobrecobertura de contratos,4,3,-149.5,-226.25,4
MEDIANO,2025-07-26,Trader no regulado,1,3,-114.25,-109.78,3
MEDIANO,2025-07-26,Comercializador regulado,3,4,-1.79,-7.16,1
MEDIANO,2025-07-27,Integrado/regional regulado,2,18,-43.37,-114.95,2
MEDIANO,2025-07-27,Trader con sobrecobertura de contratos,4,3,-190.69,-240.05,4
MEDIANO,2025-07-27,Trader no regulado,1,3,-111.45,-106.72,3
MEDIANO,2025-07-27,Comercializador regulado,3,3,1.62,-3.13,1
MEDIANO,2025-07-28,Integrado/regional regulado,2,18,-23.83,-97.96,2
MEDIANO,2025-07-28,Trader con sobrecobertura de contratos,4,2,-30.08,-54.49,3
MEDIANO,2025-07-28,Trader no regulado,1,3,-91.94,-86.28,4
MEDIANO,2025-07-28,Comercializador regulado,3,4,-0.98,-7.8,1
MEDIANO,2025-07-29,Integrado/regional regulado,2,17,-35.91,-95.83,3
MEDIANO,2025-07-29,Trader con sobrecobertura de contratos,4,2,-29.89,-44.89,2
MEDIANO,2025-07-29,Trader no regulado,1,3,-52.03,-67.85,4
MEDIANO,2025-07-29,Comercializador regulado,3,5,-3.44,-38.56,1
MEDIANO,2025-07-30,Integrado/regional regulado,2,18,-37.14,-105.97,3
MEDIANO,2025-07-30,Trader con sobrecobertura de contratos,4,2,-30.72,-52.19,2
MEDIANO,2025-07-30,Trader no regulado,1,3,-47.79,-48.75,4
MEDIANO,2025-07-30,Comercializador regulado,3,4,-6.53,-11.82,1
MEDIANO,2025-07-31,Integrado/regional regulado,2,18,-37.5,-103.42,3
MEDIANO,2025-07-31,Trader con sobrecobertura de contratos,4,2,-30.7,-58.87,2
MEDIANO,2025-07-31,Trader no regulado,1,3,-49.97,-53.1,4
MEDIANO,2025-07-31,Comercializador regulado,3,4,-4.92,-9.1,1
PEQUEÑO,2025-01-01,Trader con sobrecobertura de contratos,4,7,-500,-433.25,4
PEQUEÑO,2025-01-01,Trader no regulado,1,8,-500,-356.19,3
PEQUEÑO,2025-01-01,Integrado/regional regulado,2,8,-55.41,-103.47,2
PEQUEÑO,2025-01-01,Trader expuesto a bolsa (sin cobertura),0,5,24.01,24.98,1
PEQUEÑO,2025-01-02,Trader con sobrecobertura de contratos,4,6,-500,-423.53,4
PEQUEÑO,2025-01-02,Trader no regulado,1,8,-194.62,-306.75,2
PEQUEÑO,2025-01-02,Integrado/regional regulado,2,10,-142.12,-211.32,1
PEQUEÑO,2025-01-02,Trader expuesto a bolsa (sin cobertura),0,5,-194.9,-197.65,3
PEQUEÑO,2025-01-03,Trader con sobrecobertura de contratos,4,7,-500,-372.82,4
PEQUEÑO,2025-01-03,Trader no regulado,1,7,-444.28,-304.63,3
PEQUEÑO,2025-01-03,Trader expuesto a bolsa (sin cobertura),0,6,-230.15,-232.54,2
PEQUEÑO,2025-01-03,Integrado/regional regulado,2,9,-160.6,-175.73,1
PEQUEÑO,2025-01-04,Trader con sobrecobertura de contratos,4,6,-500,-347.81,4
PEQUEÑO,2025-01-04,Trader no regulado,1,7,-455.55,-300.65,3
PEQUEÑO,2025-01-04,Trader expuesto a bolsa (sin cobertura),0,6,-144.49,-145.16,2
PEQUEÑO,2025-01-04,Integrado/regional regulado,2,9,-134.65,-168.39,1
PEQUEÑO,2025-01-05,Trader con sobrecobertura de contratos,4,5,-500,-359.32,4
PEQUEÑO,2025-01-05,Trader no regulado,1,7,-500,-321.19,3
PEQUEÑO,2025-01-05,Trader expuesto a bolsa (sin cobertura),0,6,50.99,50.12,1
PEQUEÑO,2025-01-05,Integrado/regional regulado,2,9,-154.98,-189.02,2
PEQUEÑO,2025-01-06,Trader con sobrecobertura de contratos,4,5,-500,-407.21,4
PEQUEÑO,2025-01-06,Trader no regulado,1,7,-500,-308.28,3
PEQUEÑO,2025-01-06,Integrado/regional regulado,2,10,-72.15,-166.28,2
PEQUEÑO,2025-01-06,Trader expuesto a bolsa (sin cobertura),0,6,-57.97,-57.89,1
PEQUEÑO,2025-01-07,Trader con sobrecobertura de contratos,4,5,-500,-407.15,4
PEQUEÑO,2025-01-07,Trader no regulado,1,7,-481.79,-301.45,3
PEQUEÑO,2025-01-07,Integrado/regional regulado,2,10,-87.89,-152.2,2
PEQUEÑO,2025-01-07,Trader expuesto a bolsa (sin cobertura),0,6,-87.2,-84.02,1
PEQUEÑO,2025-01-08,Trader con sobrecobertura de contratos,4,6,-500,-352.41,4
PEQUEÑO,2025-01-08,Trader no regulado,1,7,-500,-298.38,3
PEQUEÑO,2025-01-08,Integrado/regional regulado,2,10,-49.82,-115.31,2
PEQUEÑO,2025-01-08,Trader expuesto a bolsa (sin cobertura),0,5,11.87,12.25,1
PEQUEÑO,2025-01-09,Trader con sobrecobertura de contratos,4,5,-500,-326.06,4
PEQUEÑO,2025-01-09,Trader no regulado,1,8,-454.42,-315.75,3
PEQUEÑO,2025-01-09,Integrado/regional regulado,2,10,-107.39,-157.69,2
PEQUEÑO,2025-01-09,Trader expuesto a bolsa (sin cobertura),0,5,23.89,24.49,1
PEQUEÑO,2025-01-10,Trader con sobrecobertura de contratos,4,5,-500,-318.89,4
PEQUEÑO,2025-01-10,Trader no regulado,1,8,-32.24,-259.26,2
PEQUEÑO,2025-01-10,Integrado/regional regulado,2,10,-49.13,-107.05,3
PEQUEÑO,2025-01-10,Trader expuesto a bolsa (sin cobertura),0,5,26.2,26.44,1
PEQUEÑO,2025-01-11,Trader con sobrecobertura de contratos,4,4,-500,-383.47,4
PEQUEÑO,2025-01-11,Trader no regulado,1,8,-48.19,-259.21,2
PEQUEÑO,2025-01-11,Integrado/regional regulado,2,11,-60.14,-120.98,3
PEQUEÑO,2025-01-11,Trader expuesto a bolsa (sin cobertura),0,5,-4.73,-4.61,1
PEQUEÑO,2025-01-12,Trader con sobrecobertura de contratos,4,5,-500,-352.71,4
PEQUEÑO,2025-01-12,Trader no regulado,1,7,-500,-323.64,3
PEQUEÑO,2025-01-12,Trader expuesto a bolsa (sin cobertura),0,7,-32.13,-32.14,1
PEQUEÑO,2025-01-12,Integrado/regional regulado,2,9,-113.15,-183.95,2
PEQUEÑO,2025-01-13,Trader con sobrecobertura de contratos,4,5,-500,-324.2,4
PEQUEÑO,2025-01-13,Trader no regulado,1,8,-431.75,-322.37,3
PEQUEÑO,2025-01-13,Integrado/regional regulado,2,10,-75.45,-139.56,1
PEQUEÑO,2025-01-13,Trader expuesto a bolsa (sin cobertura),0,5,-111.28,-111.23,2
PEQUEÑO,2025-01-14,Trader con sobrecobertura de contratos,4,5,-500,-323.98,4
PEQUEÑO,2025-01-14,Trader no regulado,1,7,-500,-312.62,3
PEQUEÑO,2025-01-14,Integrado/regional regulado,2,10,-83.45,-141.35,1
PEQUEÑO,2025-01-14,Trader expuesto a bolsa (sin cobertura),0,5,-174.06,-174.98,2
PEQUEÑO,2025-01-15,Trader con sobrecobertura de contratos,4,7,-500,-376.88,4
PEQUEÑO,2025-01-15,Trader no regulado,1,7,-467.83,-314.73,3
PEQUEÑO,2025-01-15,Trader expuesto a bolsa (sin cobertura),0,6,-275.67,-267.44,2
PEQUEÑO,2025-01-15,Integrado/regional regulado,2,9,-134.66,-165.74,1
PEQUEÑO,2025-01-16,Trader con sobrecobertura de contratos,4,5,-500,-327.87,4
PEQUEÑO,2025-01-16,Trader no regulado,1,7,-500,-323.14,3
PEQUEÑO,2025-01-16,Integrado/regional regulado,2,10,-156.06,-199.5,1
PEQUEÑO,2025-01-16,Trader expuesto a bolsa (sin cobertura),0,5,-317.82,-320.74,2
PEQUEÑO,2025-01-17,Trader con sobrecobertura de contratos,4,5,-500,-337.81,4
PEQUEÑO,2025-01-17,Trader no regulado,1,7,-500,-334.89,3
PEQUEÑO,2025-01-17,Integrado/regional regulado,2,10,-145.32,-169.21,1
PEQUEÑO,2025-01-17,Trader expuesto a bolsa (sin cobertura),0,5,-404.56,-407.58,2
PEQUEÑO,2025-01-18,Trader con sobrecobertura de contratos,4,6,-500,-368.75,3
PEQUEÑO,2025-01-18,Trader no regulado,1,7,-500,-381.47,4
PEQUEÑO,2025-01-18,Trader expuesto a bolsa (sin cobertura),0,6,-387.07,-386.79,2
PEQUEÑO,2025-01-18,Integrado/regional regulado,2,9,-130.86,-174.48,1
PEQUEÑO,2025-01-19,Trader con sobrecobertura de contratos,4,5,-500,-384.64,4
PEQUEÑO,2025-01-19,Trader no regulado,1,7,-500,-354.78,3
PEQUEÑO,2025-01-19,Trader expuesto a bolsa (sin cobertura),0,6,-359.27,-347.69,2
PEQUEÑO,2025-01-19,Integrado/regional regulado,2,9,-121.02,-207.4,1
PEQUEÑO,2025-01-20,Trader con sobrecobertura de contratos,4,5,-500,-345.0,4
PEQUEÑO,2025-01-20,Trader no regulado,1,7,-500,-328.55,3
PEQUEÑO,2025-01-20,Integrado/regional regulado,2,10,-114.95,-164.52,1
PEQUEÑO,2025-01-20,Trader expuesto a bolsa (sin cobertura),0,5,-377.03,-378.4,2
PEQUEÑO,2025-01-21,Trader con sobrecobertura de contratos,4,5,-500,-341.28,4
PEQUEÑO,2025-01-21,Trader no regulado,1,7,-500,-330.97,3
PEQUEÑO,2025-01-21,Trader expuesto a bolsa (sin cobertura),0,6,-398.7,-387.2,2
PEQUEÑO,2025-01-21,Integrado/regional regulado,2,9,-127.13,-164.8,1
PEQUEÑO,2025-01-22,Trader con sobrecobertura de contratos,4,6,-500,-370.64,4
PEQUEÑO,2025-01-22,Trader no regulado,1,7,-500,-340.67,3
PEQUEÑO,2025-01-22,Integrado/regional regulado,2,10,-124.24,-164.4,1
PEQUEÑO,2025-01-22,Trader expuesto a bolsa (sin cobertura),0,5,-423.16,-427.14,2
PEQUEÑO,2025-01-23,Trader con sobrecobertura de contratos,4,6,-500,-365.08,4
PEQUEÑO,2025-01-23,Trader no regulado,1,7,-175.32,-292.9,2
PEQUEÑO,2025-01-23,Integrado/regional regulado,2,10,-119.43,-201.11,1
PEQUEÑO,2025-01-23,Trader expuesto a bolsa (sin cobertura),0,5,-452.72,-455.17,3
PEQUEÑO,2025-01-24,Trader con sobrecobertura de contratos,4,5,-500,-340.24,4
PEQUEÑO,2025-01-24,Trader no regulado,1,7,-149.7,-287.19,2
PEQUEÑO,2025-01-24,Integrado/regional regulado,2,11,-142.89,-191.86,1
PEQUEÑO,2025-01-24,Trader expuesto a bolsa (sin cobertura),0,5,-397.5,-400.01,3
PEQUEÑO,2025-01-25,Trader con sobrecobertura de contratos,4,6,-500,-373.99,4
PEQUEÑO,2025-01-25,Trader no regulado,1,7,-167.06,-283.64,2
PEQUEÑO,2025-01-25,Integrado/regional regulado,2,10,-139.66,-175.47,1
PEQUEÑO,2025-01-25,Trader expuesto a bolsa (sin cobertura),0,5,-437.26,-435.25,3
PEQUEÑO,2025-01-26,Trader con sobrecobertura de contratos,4,7,-500,-427.68,4
